,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,GREENS HIT,# HOLES,RELATIVE/PAR,EVENT
53,,Dylan Wu,4,55.56,40,72,-0.2,Wells Fargo Championship
54,,Ryan Armour,4,54.17,39,72,-0.21,Wells Fargo Championship
55,,Kevin Chappell,4,54.17,39,72,-0.26,Wells Fargo Championship
56,T35,Ben Kohles,4,54.17,39,72,-0.21,Wells Fargo Championship
57,,Taylor Moore,4,54.17,39,72,-0.13,Wells Fargo Championship
58,T50,Turk Pettit,4,54.17,39,72,-0.38,Wells Fargo Championship
59,,Rory Sabbatini,4,54.17,39,72,-0.38,Wells Fargo Championship
60,T25,Peter Malnati,4,52.78,38,72,-0.26,Wells Fargo Championship
61,,Troy Merritt,4,52.78,38,72,-0.26,Wells Fargo Championship
62,,Henrik Norlander,4,52.78,38,72,-0.29,Wells Fargo Championship
63,T45,Scott Piercy,4,52.78,38,72,-0.26,Wells Fargo Championship
64,,David Lingmerth,4,47.22,34,72,-0.29,Wells Fargo Championship
