,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS,EVENT
34,,Russell Knox,4,68.99,283,-7.04,4,Wells Fargo Championship
35,,Troy Merritt,4,68.99,283,-7.04,4,Wells Fargo Championship
36,T24,Michael Gligic,4,69.24,284,-7.04,4,Wells Fargo Championship
37,,Tyrrell Hatton,4,69.24,284,-7.04,4,Wells Fargo Championship
38,,Si Woo Kim,4,69.24,284,-7.04,4,Wells Fargo Championship
39,T33,Scott Piercy,4,69.24,284,-7.04,4,Wells Fargo Championship
40,T2,Tony Finau,4,69.49,285,-7.04,4,Wells Fargo Championship
41,,Russell Henley,4,69.49,285,-7.04,4,Wells Fargo Championship
42,T29,Hank Lebioda,4,69.49,285,-7.04,4,Wells Fargo Championship
43,,Rory Sabbatini,4,69.49,285,-7.04,4,Wells Fargo Championship
44,,Dawie van der Walt,4,69.49,285,-7.04,4,Wells Fargo Championship
45,,Dylan Frittelli,4,69.74,286,-7.04,4,Wells Fargo Championship
46,,David Lingmerth,4,69.74,286,-7.04,4,Wells Fargo Championship
47,,Chase Seiffert,4,69.74,286,-7.04,4,Wells Fargo Championship
48,T15,Kelly Kraft,4,69.99,287,-7.04,4,Wells Fargo Championship
49,,Matt Kuchar,4,69.99,287,-7.04,4,Wells Fargo Championship
50,,Paul Barjon,4,70.24,288,-7.04,4,Wells Fargo Championship
51,,Joel Dahmen,4,70.24,288,-7.04,4,Wells Fargo Championship
52,T15,Peter Malnati,4,70.24,288,-7.04,4,Wells Fargo Championship
53,,Ben Martin,4,70.24,288,-7.04,4,Wells Fargo Championship
54,,Brendan Steele,4,70.24,288,-7.04,4,Wells Fargo Championship
55,T42,Abraham Ancer,4,70.49,289,-7.04,4,Wells Fargo Championship
56,T61,Callum Tarren,4,70.49,289,-7.04,4,Wells Fargo Championship
57,,Camilo Villegas,4,70.49,289,-7.04,4,Wells Fargo Championship
58,T42,Ben Kohles,4,70.74,290,-7.04,4,Wells Fargo Championship
59,,Henrik Norlander,4,70.74,290,-7.04,4,Wells Fargo Championship
60,,Martin Laird,4,70.99,291,-7.04,4,Wells Fargo Championship
61,,Kevin Chappell,4,71.49,293,-7.04,4,Wells Fargo Championship
62,,Dylan Wu,4,71.49,293,-7.04,4,Wells Fargo Championship
63,,Taylor Moore,4,71.99,295,-7.04,4,Wells Fargo Championship
64,,Michael Thompson,4,71.99,295,-7.04,4,Wells Fargo Championship
